# org_id,org_cellx,org_celly,org_forage_target,org_group_id,org_facing,av_cellx,av_celly,av_facing
706,79,201,-2,-1,6,238,30,0
707,47,228,-2,-1,6,240,33,1
708,158,3,0,-1,6,197,105,3
709,38,234,0,-1,6,229,130,2
710,158,112,-2,-1,6,223,151,6
711,111,157,-2,-1,6,118,95,3
712,197,64,0,-1,6,101,193,4
713,64,76,0,-1,6,72,231,3
714,102,82,0,-1,6,54,238,4
715,156,157,0,-1,6,66,163,4
716,153,175,0,-1,6,57,187,5
717,6,211,0,-1,6,35,173,5
718,158,223,0,-1,6,44,171,2
719,219,121,-2,-1,6,247,205,0
720,238,124,-2,-1,6,233,206,6
721,91,153,-2,-1,6,167,230,2
722,90,215,-2,-1,6,201,231,1
723,227,222,-2,-1,6,128,146,0
724,91,3,0,-1,6,60,148,6
725,160,170,0,-1,6,99,165,7
726,104,83,0,-1,6,234,221,3
727,34,133,0,-1,6,224,225,4
728,174,80,-2,-1,6,209,35,4
729,243,111,-2,-1,6,213,83,2
730,45,141,-2,-1,6,174,82,4
731,37,203,-2,-1,6,232,108,0
732,4,219,-2,-1,6,203,87,0
733,85,32,-2,-1,6,94,54,4
734,215,159,-2,-1,6,134,117,2
735,54,190,-2,-1,6,147,202,4
736,29,230,-2,-1,6,148,143,3
737,42,230,-2,-1,6,162,243,4
738,137,1,0,-1,6,211,198,7
739,130,34,0,-1,6,174,179,0
740,161,65,0,-1,6,236,146,2
741,97,95,0,-1,6,237,133,1
742,209,150,0,-1,6,230,187,0
743,141,165,0,-1,6,229,180,0
744,128,174,0,-1,6,195,163,0
745,6,223,0,-1,6,231,183,1
746,28,100,-2,-1,6,107,161,6
747,227,127,-2,-1,6,64,181,1
748,68,26,-2,-1,6,35,233,2
749,110,77,0,-1,6,177,30,5
750,242,110,0,-1,6,164,23,6
751,4,121,0,-1,6,111,171,5
752,149,145,0,-1,6,142,60,4
753,28,158,0,-1,6,195,55,4
754,139,167,0,-1,6,121,41,5
755,102,181,0,-1,6,105,138,4
756,111,211,0,-1,6,186,57,5
757,223,240,0,-1,6,160,40,6
758,107,249,0,-1,6,211,29,5
759,112,2,-2,-1,6,165,248,3
760,249,148,-2,-1,6,198,206,1
761,173,9,-2,-1,6,137,121,0
762,69,70,-2,-1,6,115,190,0
763,25,192,-2,-1,6,125,118,6
764,20,65,0,-1,6,90,93,7
765,196,73,0,-1,6,16,131,7
766,126,127,0,-1,6,231,213,7
767,100,146,0,-1,6,1,58,6
768,83,154,0,-1,6,24,195,7
769,201,200,0,-1,6,94,144,6
770,3,211,0,-1,6,48,99,5
771,4,212,0,-1,6,27,14,6
772,225,241,0,-1,6,80,88,7
773,59,99,-2,-1,6,116,203,3
774,155,69,-2,-1,6,160,182,0
775,48,86,-2,-1,6,100,145,6
776,240,202,-2,-1,6,132,143,3
777,202,1,0,-1,6,126,30,6
778,229,27,0,-1,6,90,71,7
779,37,34,0,-1,6,169,39,6
780,0,37,0,-1,4,65,26,5
781,99,42,0,-1,6,53,27,6
782,240,43,0,-1,6,87,21,7
783,164,71,0,-1,6,14,105,6
784,53,167,0,-1,6,195,47,6
785,210,180,0,-1,6,58,71,6
786,107,190,0,-1,6,142,40,6
787,226,204,0,-1,6,144,72,6
788,62,216,0,-1,6,103,44,6
789,26,64,0,-1,6,194,50,1
790,90,169,0,-1,6,216,10,2
791,115,86,0,-1,6,51,19,0
912,200,242,-2,-1,6,219,216,0
793,198,120,0,-1,6,77,119,0
794,49,176,0,-1,6,122,16,3
795,87,208,0,-1,6,177,19,0
796,142,239,0,-1,6,75,19,0
797,162,15,-2,-1,6,193,65,4
798,76,70,-2,-1,6,89,35,4
799,136,7,0,-1,6,236,73,6
800,91,132,0,-1,6,204,58,7
801,186,72,-2,-1,6,171,198,4
802,53,104,-2,-1,6,224,127,5
803,30,108,-2,-1,6,171,178,6
804,76,133,-2,-1,6,157,197,2
805,143,196,-2,-1,6,175,189,7
806,219,53,0,-1,6,38,83,2
807,169,76,-2,-1,6,70,123,0
808,152,109,0,-1,6,54,87,0
809,95,183,0,-1,6,105,138,0
810,21,29,0,-1,6,208,145,7
811,212,71,0,-1,6,177,59,5
812,53,86,0,-1,6,95,153,6
813,29,91,0,-1,6,161,131,6
814,46,111,0,-1,6,202,112,6
815,20,177,0,-1,6,191,169,6
816,181,207,0,-1,6,170,143,6
817,19,217,0,-1,6,227,111,0
818,72,218,0,-1,6,156,172,6
819,64,233,0,-1,6,189,162,6
820,95,235,0,-1,6,31,128,7
821,134,93,-2,-1,6,63,178,7
922,48,226,-1,-1,6,22,174,0
823,13,33,-2,-1,6,158,109,3
824,84,98,-2,-1,6,127,29,1
825,199,128,-2,-1,6,120,133,1
826,7,130,-2,-1,6,17,154,6
827,190,185,-2,-1,6,99,243,3
828,112,20,0,-1,6,28,1,7
829,136,21,0,-1,6,40,1,0
830,198,70,0,-1,6,58,1,0
831,175,74,0,-1,6,1,1,0
832,214,76,0,-1,6,75,1,0
833,68,190,0,-1,6,170,1,0
834,137,210,0,-1,6,29,1,0
835,104,235,0,-1,6,123,1,0
836,148,247,0,-1,6,1,5,7
837,67,249,0,-1,6,76,1,0
956,207,208,-1,-1,6,14,104,0
839,130,167,0,-1,6,124,149,0
840,102,35,-2,-1,6,93,182,4
841,163,38,-2,-1,6,148,111,2
842,36,49,-2,-1,6,124,190,3
843,14,84,-2,-1,6,108,22,1
844,40,15,-2,-1,6,224,30,0
845,188,44,-2,-1,6,242,225,2
846,241,144,-2,-1,6,248,66,5
847,75,159,-2,-1,6,246,83,6
848,186,164,-2,-1,6,241,15,1
849,86,15,0,-1,6,153,86,4
850,87,58,0,-1,6,121,72,4
851,239,74,0,-1,6,182,74,4
852,231,113,0,-1,6,74,38,4
853,242,113,0,-1,6,90,38,2
854,119,117,0,-1,6,86,9,4
855,34,190,0,-1,6,147,62,4
856,56,195,0,-1,6,138,28,4
857,232,135,-2,-1,6,197,94,2
858,104,249,-2,-1,6,114,62,1
859,74,21,-2,-1,6,246,136,6
860,52,41,-2,-1,6,183,105,0
861,180,69,-2,-1,6,209,151,0
862,148,82,-2,-1,6,54,198,4
863,104,91,-2,-1,6,206,131,6
864,160,131,-2,-1,6,143,195,7
865,179,142,-2,-1,6,113,218,1
866,49,153,-2,-1,6,200,143,2
867,84,192,-2,-1,6,121,239,0
868,31,15,-2,-1,6,205,239,1
869,43,97,-2,-1,6,249,199,1
870,171,109,-2,-1,6,191,127,6
871,65,113,-2,-1,6,246,219,1
872,91,121,-2,-1,6,195,231,0
873,89,160,-2,-1,6,179,231,4
874,58,172,-2,-1,6,220,165,4
875,240,198,-2,-1,6,197,205,5
876,187,230,-2,-1,6,248,76,1
877,36,17,-2,-1,6,120,18,5
878,194,9,-2,-1,6,214,34,3
879,125,45,-2,-1,6,88,116,2
880,205,61,-2,-1,6,127,4,1
881,163,67,-2,-1,6,161,4,3
882,60,141,-2,-1,6,71,14,0
883,239,219,-2,-1,6,239,30,5
884,71,226,-2,-1,6,248,2,4
885,30,235,-2,-1,6,175,4,7
886,73,235,-2,-1,6,191,93,6
887,18,13,-2,-1,6,126,60,4
888,190,17,-2,-1,6,225,30,5
889,35,49,-2,-1,6,93,222,0
890,170,86,-2,-1,6,173,14,6
891,81,103,-2,-1,6,92,153,6
892,134,118,-2,-1,6,33,235,7
893,7,167,-2,-1,6,132,167,2
894,139,201,-2,-1,6,182,2,5
895,37,218,-2,-1,6,122,53,4
896,224,231,-2,-1,6,79,176,7
897,161,3,-2,-1,6,239,84,4
898,219,5,-2,-1,6,108,189,0
899,31,12,-2,-1,6,201,21,3
900,195,45,-2,-1,6,155,162,1
901,55,59,-2,-1,6,249,200,3
902,166,92,-2,-1,6,131,80,3
903,201,109,-2,-1,6,89,86,4
904,74,130,-2,-1,6,186,10,7
905,158,134,-2,-1,6,82,63,1
906,229,138,-2,-1,6,163,46,7
907,207,148,-2,-1,6,154,195,6
908,56,160,-2,-1,6,246,210,0
916,233,96,-1,-1,6,123,83,0
930,56,109,-1,-1,6,237,55,0
931,10,199,-1,-1,6,101,35,0
932,90,47,-1,-1,6,22,2,0
933,74,94,-1,-1,6,89,57,0
934,180,49,-1,-1,6,219,67,0
936,126,119,-1,-1,6,166,96,0
937,230,146,-1,-1,6,22,246,0
938,87,167,-1,-1,6,66,15,0
940,187,106,-1,-1,6,117,34,0
941,242,131,-1,-1,6,53,165,0
942,187,100,-1,-1,6,58,70,0
944,249,120,-1,-1,6,101,87,0
945,249,85,-1,-1,6,8,18,0
947,200,244,-1,-1,6,194,23,0
951,20,68,-1,-1,6,65,25,0
953,55,25,-1,-1,6,103,44,0
954,185,9,-1,-1,6,134,10,0
955,148,245,-1,-1,6,87,126,0
957,158,146,-1,-1,6,142,40,0
958,242,77,-1,-1,6,109,136,0
959,225,102,-1,-1,6,174,110,0
